model,layer,train_language,test_language,classifier,uar,accuracy,sensitivity,specificity,auc,n_train,n_test
wavlm,11,Spanish,Spanish,linear_svm,0.74,0.74,0.7,0.78,0.8016,100,100
wavlm,11,Spanish,Spanish,logistic_regression,0.78,0.78,0.7,0.86,0.8368,100,100
wavlm,11,Spanish,German,linear_svm,0.6590909090909091,0.6590909090909091,0.9204545454545454,0.3977272727272727,0.7243026859504131,100,176
wavlm,11,Spanish,German,logistic_regression,0.7272727272727273,0.7272727272727273,0.875,0.5795454545454546,0.7487086776859504,100,176
wavlm,11,German,German,linear_svm,0.7329545454545454,0.7329545454545454,0.7272727272727273,0.7386363636363636,0.8063016528925621,176,176
wavlm,11,German,German,logistic_regression,0.7954545454545454,0.7954545454545454,0.8522727272727273,0.7386363636363636,0.8322572314049587,176,176
wavlm,11,German,Spanish,linear_svm,0.57,0.57,0.16,0.98,0.6458,176,100
wavlm,11,German,Spanish,logistic_regression,0.67,0.67,0.46,0.88,0.7448,176,100
wavlm,11,Spanish+German,Spanish+German,linear_svm,0.7572463768115942,0.7572463768115942,0.7608695652173914,0.7536231884057971,0.8269796261289645,276,276
wavlm,11,Spanish+German,Spanish+German,logistic_regression,0.7753623188405797,0.7753623188405797,0.7971014492753623,0.7536231884057971,0.8365889519008612,276,276
